Année,situation,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Part des femmes,Taux de chômage national,Salaire net mensuel médian national,Salaire net mensuel national 1er quartile,Salaire net mensuel national 3ème quartile,Disciplines_encoded,Domaine_encoded,Discipline_encoded,Secteur disciplinaire_encoded
2020,0,86.0,96.0,89.0,61.0,75.0,97.0,1.3508714986264627,1.9788267190723283,1.7990133401754322,1.0462522150563256,30.0,21.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2016,0,89.0,96.0,83.0,50.0,71.0,97.0,0.5262421094445616,0.45872192781922483,0.49194862872748923,-0.10512613394705042,34.0,17.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2012,0,81.0,97.0,85.0,55.0,75.0,97.0,0.5262421094445616,0.45872192781922483,0.5820910226204509,0.29066017352286005,31.0,20.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2011,1,93.0,97.0,87.0,57.0,83.0,97.0,0.9974589032627909,0.9000426736669,1.1680165829247011,0.578504760773704,29.0,25.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2015,0,85.0,95.0,76.0,77.0,73.0,98.0,0.4477059771415234,0.3606506509641859,0.3116638409415661,0.0028155862720160825,39.0,64.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.012738853503184714,0.41310282074613286,0.09645131938125569,0.012738853503184714
2014,1,94.0,97.0,89.0,45.0,85.0,98.0,1.9006244247477302,1.8072019845760101,1.7990133401754322,2.6293974449359676,29.0,30.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2015,1,94.0,95.0,68.0,67.0,66.0,97.0,0.3299017786869661,0.262579374109147,0.13137905315564288,0.722427054399126,34.0,31.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.011828935395814377,0.41310282074613286,0.12010919017288443,0.011828935395814377
2015,0,82.0,94.0,63.0,67.0,49.0,97.0,-0.25911921358582046,-0.30133046780732686,0.3116638409415661,0.0028155862720160825,34.0,31.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.011828935395814377,0.41310282074613286,0.12010919017288443,0.011828935395814377
2013,0,94.0,100.0,96.0,35.0,94.0,100.0,1.7042840939901347,1.6110594308659323,-0.0038345376837994856,0.07477673308472708,18.0,26.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2014,1,96.0,100.0,98.0,42.0,96.0,100.0,2.4896454170205167,2.371111826492484,0.44687743178100847,0.6504659075864151,21.0,17.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2017,1,100.0,100.0,95.0,19.0,94.0,100.0,2.4896454170205167,2.371111826492484,1.5736573554430282,1.082232788462681,25.0,8.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2018,1,92.0,96.0,76.0,47.0,71.0,96.0,0.5262421094445616,0.45872192781922483,0.5820910226204509,0.8303687746181926,38.0,58.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.01364877161055505,0.41310282074613286,0.12010919017288443,0.01364877161055505
2013,0,89.0,91.0,57.0,41.0,59.0,93.0,-0.25911921358582046,-0.30133046780732686,-0.31933291630916505,-0.3569901477915389,26.0,73.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.01364877161055505,0.41310282074613286,0.12010919017288443,0.01364877161055505
2011,1,94.0,96.0,74.0,49.0,75.0,95.0,0.4084379109900043,0.3606506509641859,0.44687743178100847,0.7943882012118371,29.0,68.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.01364877161055505,0.41310282074613286,0.12010919017288443,0.01364877161055505
2014,0,87.0,79.0,40.0,41.0,59.0,86.0,-1.2800889335253172,-1.282043236357716,-1.3559704460782234,-1.4364073499822039,30.0,37.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2015,1,93.0,81.0,38.0,38.0,75.0,87.0,-0.8481402058586069,-0.8897581289375605,-0.7249736888274921,-0.6448347350423829,34.0,38.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2011,1,90.0,81.0,50.0,48.0,79.0,87.0,-0.6517998751010114,-0.6936155752274826,-0.770044885773973,-0.8966987488868714,29.0,43.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2014,0,92.0,90.0,65.0,40.0,60.0,95.0,-0.18058308128278225,-0.2522948293798074,0.04123665926268131,-0.10512613394705042,28.0,50.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2017,0,96.0,97.0,94.0,23.0,81.0,100.0,1.7042840939901347,1.6110594308659323,2.0243693249078363,0.9742910682436146,26.0,20.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2018,1,89.0,96.0,86.0,47.0,89.0,97.0,1.7042840939901347,1.6110594308659323,1.7990133401754322,1.2621356554944585,29.0,24.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2014,1,87.0,91.0,66.0,47.0,67.0,95.0,-0.6517998751010114,-0.6936155752274826,0.44687743178100847,0.6504659075864151,20.0,37.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2019,0,86.0,96.0,83.0,55.0,86.0,98.0,1.5864798955355774,1.8072019845760101,1.5736573554430282,1.082232788462681,30.0,18.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2016,0,92.0,100.0,85.0,38.0,78.0,100.0,1.3116034324749437,1.2187743234457766,0.5820910226204509,0.11075730649108258,32.0,15.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2012,0,79.0,77.0,51.0,65.0,49.0,97.0,-0.41619147819189684,-0.4484373830898853,0.2215214470486045,-0.10512613394705042,23.0,43.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2018,1,98.0,95.0,86.0,23.0,88.0,93.0,-0.45545954434341596,-0.49747302151740475,0.3116638409415661,-1.076601615918649,19.0,76.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2020,0,97.0,92.0,81.0,27.0,80.0,92.0,-0.06277888282822494,0.262579374109147,0.44687743178100847,-0.7167958818550939,22.0,76.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2011,1,96.0,83.0,69.0,21.0,76.0,87.0,-0.8088721397070879,-0.8652403097238007,0.44687743178100847,-0.8966987488868714,29.0,89.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.0009099181073703367,0.01910828025477707,0.0009099181073703367,0.0009099181073703367
2019,1,83.0,90.0,58.0,56.0,52.0,84.0,-1.3978931319798744,-1.4046323324265149,-0.7475092873007326,-0.7167958818550939,34.0,83.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2016,1,95.0,85.0,49.0,52.0,45.0,75.0,-1.6335015288889891,-1.6498105245641121,-0.9052584766134154,-0.7167958818550939,31.0,92.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2017,1,85.0,73.0,47.0,38.0,62.0,88.0,-0.8481402058586069,-0.8652403097238007,-0.9052584766134154,-0.7167958818550939,43.0,75.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2013,0,87.0,73.0,55.0,34.0,68.0,85.0,-1.0444805366162024,-1.0613828634338787,-1.446112839971185,-1.5443490702012703,40.0,84.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2017,1,89.0,85.0,46.0,55.0,79.0,96.0,0.21209758023240877,0.16450809725410806,-0.13904812852324186,0.3626213203355711,47.0,80.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2012,1,87.0,66.0,35.0,54.0,73.0,94.0,-0.6517998751010114,-0.6936155752274826,-0.6799024918810114,-0.4289512946042499,40.0,77.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2012,0,84.0,59.0,32.0,54.0,59.0,95.0,-1.240820867373798,-1.2575254171439565,-1.1306144613458193,-1.076601615918649,40.0,77.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2012,1,84.0,80.0,54.0,46.0,60.0,81.0,-1.3586250658283554,-1.3801145132127552,-1.3559704460782234,-1.2924850563567818,30.0,86.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2012,1,91.0,74.0,53.0,58.0,76.0,95.0,-0.6517998751010114,-0.6936155752274826,-0.9052584766134154,-1.076601615918649,18.0,77.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.01364877161055505,0.17652411282984531,0.17652411282984531,0.01364877161055505
2019,1,87.0,60.0,36.0,31.0,61.0,84.0,-1.0444805366162024,-1.0613828634338787,-0.9503296735598962,-0.7167958818550939,44.0,78.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2020,1,87.0,77.0,43.0,37.0,67.0,90.0,-0.6125318089494923,-0.6445799367999632,-0.6799024918810114,-0.06914556054069491,40.0,75.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.17652411282984531,0.17652411282984531,0.017288444040036398
2018,1,87.0,86.0,62.0,39.0,62.0,87.0,-0.25911921358582046,-0.30133046780732686,-0.27426171936268423,-0.10512613394705042,37.0,71.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.21929026387625114,0.017288444040036398,0.017288444040036398
2014,0,83.0,77.0,52.0,39.0,45.0,79.0,-1.0444805366162024,-1.0613828634338787,-1.0404720674528578,-1.076601615918649,33.0,72.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.017288444040036398,0.017288444040036398
2017,0,81.0,76.0,46.0,40.0,46.0,85.0,-0.9266763381616452,-0.9633115865788396,-0.9052584766134154,-0.7167958818550939,38.0,59.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.014558689717925387,0.21929026387625114,0.04913557779799818,0.014558689717925387
2015,1,84.0,73.0,43.0,37.0,50.0,88.0,-1.0444805366162024,-1.0613828634338787,-1.1306144613458193,-0.8966987488868714,36.0,58.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.014558689717925387,0.21929026387625114,0.04913557779799818,0.014558689717925387
2017,0,78.0,63.0,33.0,38.0,37.0,77.0,-1.4371611981313934,-1.4536679708540343,-1.4911840369176657,-1.6163102170139814,41.0,67.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.21929026387625114,0.04913557779799818,0.017288444040036398
2012,0,76.0,62.0,36.0,37.0,40.0,79.0,-1.8298418596465846,-1.84595307827419,-1.5362552338641464,-1.6163102170139814,36.0,68.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.21929026387625114,0.04913557779799818,0.017288444040036398
2020,0,77.0,67.0,24.0,53.0,23.0,81.0,-1.4371611981313934,-1.0613828634338787,-0.45454650714860745,-0.5728735882296719,42.0,68.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2015,1,71.0,60.0,26.0,48.0,38.0,83.0,-1.7120376611920272,-1.7233639822053914,-1.3559704460782234,-2.1919993915156692,47.0,77.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2020,1,89.0,79.0,69.0,34.0,71.0,74.0,0.8796547048082335,0.7774535775981014,0.1088434546824025,0.02080587297519383,39.0,65.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2012,1,87.0,82.0,66.0,28.0,68.0,85.0,0.6440463078991189,0.5567932046742637,-0.8151160827204538,-0.7167958818550939,18.0,52.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2017,0,88.0,80.0,47.0,29.0,51.0,91.0,-1.0444805366162024,-1.0613828634338787,-1.0404720674528578,-1.076601615918649,38.0,83.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2015,0,87.0,74.0,37.0,30.0,48.0,88.0,-0.9266763381616452,-0.9633115865788396,-0.9954008705063769,-1.1845433361377153,33.0,87.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2017,0,84.0,78.0,43.0,29.0,48.0,81.0,-1.0444805366162024,-1.0613828634338787,-0.9052584766134154,-0.8966987488868714,34.0,74.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2016,0,84.0,71.0,39.0,34.0,38.0,84.0,-1.0444805366162024,-1.0613828634338787,-1.1306144613458193,-1.0046404691059379,40.0,73.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2016,1,84.0,84.0,49.0,34.0,55.0,87.0,-0.45545954434341596,-0.49747302151740475,-0.6348312949345306,-0.3569901477915389,40.0,73.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2012,0,77.0,76.0,45.0,28.0,40.0,86.0,-1.1230166689192407,-1.1349363210751577,-1.0855432643993386,-0.8966987488868714,32.0,80.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2017,0,85.0,78.0,46.0,41.0,45.0,89.0,-1.0444805366162024,-1.0613828634338787,-0.9052584766134154,-0.8966987488868714,41.0,75.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2014,1,86.0,75.0,38.0,41.0,57.0,91.0,-1.0444805366162024,-1.0613828634338787,-0.9954008705063769,-0.8966987488868714,36.0,78.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2019,1,86.0,81.0,42.0,41.0,60.0,87.0,-0.7303360074040497,-0.7671690328687618,-0.6799024918810114,-0.6088541616360273,40.0,78.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2016,0,85.0,82.0,49.0,38.0,45.0,88.0,-0.9266763381616452,-0.9387937673650799,-1.1306144613458193,-0.8966987488868714,33.0,74.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2013,0,73.0,61.0,36.0,43.0,33.0,77.0,-1.59423346273747,-1.6252927053503525,-1.5813264308106272,-1.6882713638266924,37.0,69.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.21929026387625114,0.04913557779799818,0.017288444040036398
2020,1,85.0,73.0,37.0,44.0,44.0,86.0,-0.6517998751010114,-0.6936155752274826,-0.45454650714860745,-0.9686598956995824,41.0,63.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.21929026387625114,0.04913557779799818,0.017288444040036398
2015,1,85.0,75.0,51.0,36.0,56.0,91.0,-0.6517998751010114,-0.6936155752274826,-0.6348312949345306,-0.7167958818550939,38.0,76.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2015,0,83.0,71.0,43.0,36.0,40.0,87.0,-1.0444805366162024,-1.0613828634338787,-1.1306144613458193,-1.1845433361377153,38.0,76.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2018,1,91.0,95.0,77.0,44.0,82.0,97.0,1.1545311678688672,1.0471495889494584,0.8975894012458164,1.1901745086817475,33.0,39.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2018,0,91.0,94.0,75.0,44.0,73.0,97.0,0.683314374050638,0.630346662315543,0.6722334165134124,0.6504659075864151,33.0,39.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2016,0,88.0,92.0,73.0,47.0,70.0,96.0,0.290633712535447,0.23806155489538725,0.2215214470486045,0.18271845330379358,31.0,38.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2020,0,87.0,92.0,65.0,51.0,56.0,97.0,0.21209758023240877,0.8019713968118611,0.1764502501021237,0.3626213203355711,34.0,64.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.014558689717925387,0.41310282074613286,0.060964513193812554,0.014558689717925387
2016,0,82.0,89.0,61.0,55.0,50.0,96.0,-0.5339956766464542,-0.571026479158684,-0.45454650714860745,-0.4649318680106054,35.0,61.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.014558689717925387,0.41310282074613286,0.060964513193812554,0.014558689717925387
2016,0,85.0,91.0,62.0,56.0,50.0,96.0,-0.37692341204037777,-0.42391956387612556,-0.45454650714860745,-0.1770872807597614,35.0,65.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2012,1,85.0,91.0,62.0,61.0,60.0,95.0,-0.25911921358582046,-0.30133046780732686,-0.3644041132556458,-0.10512613394705042,34.0,65.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2012,0,81.0,88.0,57.0,61.0,43.0,95.0,-0.6517998751010114,-0.6936155752274826,-0.6799024918810114,-0.7167958818550939,34.0,65.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2019,1,89.0,93.0,67.0,55.0,69.0,97.0,0.290633712535447,0.21354373568162752,0.26659264399508525,0.11075730649108258,34.0,44.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2016,1,86.0,91.0,64.0,51.0,69.0,96.0,-0.25911921358582046,-0.30133046780732686,-0.3644041132556458,-0.4289512946042499,33.0,51.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2017,1,84.0,91.0,49.0,69.0,62.0,97.0,-0.25911921358582046,-0.30133046780732686,1.5736573554430282,1.082232788462681,42.0,61.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.011828935395814377,0.41310282074613286,0.060964513193812554,0.011828935395814377
2013,1,88.0,96.0,73.0,51.0,75.0,97.0,0.8011185725051954,0.7039001199568222,0.44687743178100847,1.082232788462681,32.0,49.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.014558689717925387,0.41310282074613286,0.09645131938125569,0.014558689717925387
2014,1,90.0,95.0,74.0,53.0,76.0,98.0,0.9189227709597526,0.8510070352393806,0.6722334165134124,0.8303687746181926,30.0,45.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.014558689717925387,0.41310282074613286,0.09645131938125569,0.014558689717925387
2018,0,90.0,96.0,79.0,52.0,73.0,98.0,0.9189227709597526,0.8510070352393806,1.0778741890317396,0.9742910682436146,33.0,44.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.014558689717925387,0.41310282074613286,0.09645131938125569,0.014558689717925387
2020,1,92.0,97.0,82.0,50.0,85.0,99.0,1.9791605570507684,1.8562376230035296,1.844084537121913,2.161649990653346,29.0,43.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.014558689717925387,0.41310282074613286,0.09645131938125569,0.014558689717925387
2015,1,92.0,96.0,75.0,51.0,80.0,98.0,0.9189227709597526,0.8510070352393806,0.8975894012458164,1.082232788462681,31.0,46.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.014558689717925387,0.41310282074613286,0.09645131938125569,0.014558689717925387
2019,0,79.0,95.0,66.0,50.0,57.0,98.0,0.5262421094445616,0.8510070352393806,0.44687743178100847,0.47056304055463755,29.0,58.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2015,1,91.0,94.0,62.0,52.0,75.0,97.0,0.3299017786869661,0.262579374109147,0.2215214470486045,0.038796159678371585,29.0,62.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2015,0,82.0,90.0,56.0,52.0,54.0,97.0,-0.25911921358582046,-0.30133046780732686,-0.22919052241620347,-0.2850290009788279,29.0,62.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2019,1,94.0,95.0,82.0,53.0,81.0,97.0,1.3116034324749437,1.2187743234457766,1.7990133401754322,1.2621356554944585,32.0,23.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2020,1,92.0,98.0,67.0,48.0,90.0,100.0,1.822088292444692,1.7213896173278511,1.8215489386486727,1.72988310977708,19.0,61.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.012738853503184714,0.41310282074613286,0.09645131938125569,0.012738853503184714
2016,0,76.0,100.0,85.0,70.0,57.0,96.0,-0.21985114743430134,-0.27681264859356713,0.5820910226204509,0.11075730649108258,44.0,47.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.012738853503184714,0.41310282074613286,0.09645131938125569,0.012738853503184714
2017,1,92.0,98.0,88.0,59.0,82.0,97.0,1.5472118293840582,1.4394346963696143,1.66379974933599,1.082232788462681,36.0,39.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.012738853503184714,0.41310282074613286,0.09645131938125569,0.012738853503184714
2020,0,90.0,98.0,95.0,44.0,79.0,99.0,2.0969647555053257,3.2292354989740746,2.2497253096402403,2.4135140044978347,29.0,35.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2017,1,96.0,97.0,95.0,44.0,90.0,99.0,2.4896454170205167,2.371111826492484,2.339867703533202,2.7013585917486784,38.0,36.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2012,0,91.0,97.0,86.0,42.0,76.0,96.0,0.5655101755960807,0.5077575662467443,0.6722334165134124,0.938310494837259,31.0,38.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2013,1,98.0,94.0,81.0,51.0,89.0,100.0,1.7042840939901347,1.6110594308659323,0.44687743178100847,0.47056304055463755,29.0,64.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2013,0,98.0,98.0,84.0,51.0,65.0,100.0,0.3299017786869661,0.262579374109147,-0.0038345376837994856,0.07477673308472708,29.0,64.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2019,1,96.0,95.0,87.0,34.0,84.0,93.0,1.7042840939901347,1.6110594308659323,1.7539421432289515,1.154193935275392,24.0,32.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2016,0,87.0,89.0,72.0,56.0,81.0,99.0,1.1152631017173482,1.0226317697356988,1.2581589768176626,1.1182133618690366,28.0,40.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2015,0,93.0,98.0,88.0,56.0,90.0,100.0,1.6257479616870965,1.5375059732246532,0.3116638409415661,0.0028155862720160825,23.0,37.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2013,1,92.0,97.0,79.0,50.0,86.0,99.0,0.9189227709597526,0.8510070352393806,1.0778741890317396,0.722427054399126,28.0,22.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.014558689717925387,0.41310282074613286,0.10100090991810737,0.014558689717925387
2013,0,89.0,95.0,86.0,47.0,73.0,98.0,0.5262421094445616,0.45872192781922483,0.8975894012458164,0.18271845330379358,39.0,10.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.10100090991810737,0.017288444040036398
